,date,Température maximale,Température minimale,Vitesse du vent,Température du vent,Humidité,Visibilité,Couverture nuageuse,Indice de chaleur,Point de rosée,Pression,Heure du lever du soleil,Heure du coucher du soleil,Heure du coucher du soleil,Durée du jour
211,4/08/2009,32°,30°,24km/h,30°,43%,10km,4%,32,21°C,1016hPa,05:28:00,19:23:00,13:55:0,
212,5/08/2009,30°,28°,22km/h,28°,47%,10km,0%,31,17°C,1017hPa,05:28:00,19:22:00,13:54:0,
213,6/08/2009,31°,29°,14km/h,31°,44%,10km,1%,34,19°C,1016hPa,05:29:00,19:21:00,13:52:0,
214,7/08/2009,33°,31°,17km/h,32°,39%,10km,3%,38,20°C,1016hPa,05:30:00,19:20:00,13:50:0,
215,8/08/2009,33°,32°,15km/h,32°,41%,10km,5%,37,19°C,1015hPa,05:31:00,19:19:00,13:48:0,
216,9/08/2009,34°,32°,16km/h,34°,41%,10km,3%,37,19°C,1015hPa,05:32:00,19:18:00,13:46:0,
217,10/08/2009,37°,34°,14km/h,35°,0mm,38%,10km,8%,42,21°C,1017hPa,05:33:00,19:17:00,13:44:0
218,11/08/2009,35°,31°,12km/h,31°,1mm,44%,10km,24%,38,20°C,1019hPa,05:33:00,19:15:00,13:42:0
219,12/08/2009,33°,28°,12km/h,29°,1mm,48%,9.875km,14%,38,21°C,1017hPa,05:34:00,19:14:00,13:40:0
220,13/08/2009,31°,28°,13km/h,28°,1mm,53%,9.875km,22%,32,18°C,1016hPa,05:35:00,19:13:00,13:38:0
221,14/08/2009,33°,32°,14km/h,33°,1mm,47%,10km,7%,37,22°C,1015hPa,05:36:00,19:12:00,13:36:0
222,15/08/2009,33°,31°,22km/h,31°,0mm,55%,10km,5%,36,24°C,1016hPa,05:37:00,19:11:00,13:34:0
223,16/08/2009,33°,31°,22km/h,31°,59%,10km,9%,37,23°C,1016hPa,05:37:00,19:09:00,13:32:0,
224,17/08/2009,32°,31°,12km/h,31°,54%,9.625km,22%,35,23°C,1016hPa,05:38:00,19:08:00,13:30:0,
225,18/08/2009,34°,31°,15km/h,33°,43%,10km,2%,40,23°C,1019hPa,05:39:00,19:07:00,13:28:0,
226,19/08/2009,34°,31°,18km/h,33°,43%,10km,0%,38,23°C,1019hPa,05:40:00,19:06:00,13:26:0,
227,20/08/2009,34°,32°,18km/h,33°,39%,10km,8%,36,22°C,1018hPa,05:41:00,19:04:00,13:23:0,
228,21/08/2009,34°,32°,13km/h,33°,39%,10km,8%,36,20°C,1019hPa,05:42:00,19:03:00,13:21:0,
229,22/08/2009,33°,32°,15km/h,33°,42%,10km,2%,36,22°C,1018hPa,05:42:00,19:02:00,13:20:0,
230,23/08/2009,33°,31°,14km/h,32°,43%,10km,2%,36,22°C,1016hPa,05:43:00,19:00:00,13:17:0,
231,24/08/2009,34°,32°,19km/h,33°,43%,10km,3%,36,20°C,1014hPa,05:44:00,18:59:00,13:15:0,
232,25/08/2009,38°,34°,9km/h,35°,0mm,31%,10km,4%,46,20°C,1012hPa,05:45:00,18:57:00,13:12:0
233,26/08/2009,35°,31°,6km/h,32°,1mm,47%,10km,13%,41,21°C,1017hPa,05:46:00,18:56:00,13:10:0
234,27/08/2009,34°,33°,11km/h,34°,1mm,40%,9.875km,17%,37,22°C,1017hPa,05:46:00,18:55:00,13:9:0
235,28/08/2009,29°,27°,13km/h,28°,1mm,49%,9.375km,38%,30,21°C,1015hPa,05:47:00,18:53:00,13:6:0
236,29/08/2009,30°,26°,15km/h,26°,5mm,74%,9.625km,35%,33,21°C,1015hPa,05:48:00,18:52:00,13:4:0
237,30/08/2009,30°,27°,20km/h,27°,0mm,54%,10km,10%,31,20°C,1018hPa,05:49:00,18:50:00,13:1:0
238,31/08/2009,32°,29°,11km/h,31°,50%,10km,2%,40,21°C,1018hPa,05:50:00,18:49:00,12:59:0,
239,1/09/2009,33°,30°,21km/h,31°,0mm,56%,10km,5%,36,21°C,1018hPa,05:50:00,18:48:00,12:58:0
240,2/09/2009,35°,32°,13km/h,32°,1mm,48%,10km,9%,38,22°C,1017hPa,05:51:00,18:46:00,12:55:0
241,3/09/2009,34°,33°,12km/h,34°,0mm,49%,10km,8%,42,22°C,1014hPa,05:52:00,18:45:00,12:53:0
242,4/09/2009,34°,31°,13km/h,33°,56%,10km,7%,41,23°C,1016hPa,05:53:00,18:43:00,12:50:0,
243,5/09/2009,32°,29°,22km/h,30°,0mm,53%,10km,5%,33,21°C,1018hPa,05:54:00,18:42:00,12:48:0
244,6/09/2009,30°,28°,23km/h,28°,1mm,50%,10km,5%,30,18°C,1018hPa,05:54:00,18:40:00,12:46:0
245,7/09/2009,29°,28°,21km/h,28°,0mm,53%,10km,3%,29,19°C,1018hPa,05:55:00,18:39:00,12:44:0
246,8/09/2009,28°,27°,19km/h,27°,49%,10km,14%,29,18°C,1018hPa,05:56:00,18:37:00,12:41:0,
247,9/09/2009,27°,21°,19km/h,27°,0mm,44%,10km,9%,28,18°C,1018hPa,05:57:00,18:36:00,12:39:0
248,10/09/2009,27°,25°,15km/h,25°,2mm,54%,9.75km,17%,27,19°C,1019hPa,05:58:00,18:34:00,12:36:0
249,11/09/2009,27°,25°,19km/h,25°,1mm,52%,10km,11%,27,17°C,1019hPa,05:58:00,18:33:00,12:35:0
250,12/09/2009,26°,24°,8km/h,24°,1mm,54%,9.875km,23%,28,16°C,1015hPa,05:59:00,18:31:00,12:32:0
251,13/09/2009,27°,25°,18km/h,25°,1mm,58%,10km,29%,27,18°C,1015hPa,06:00:00,18:30:00,12:30:0
252,14/09/2009,28°,26°,12km/h,27°,1mm,54%,10km,18%,29,18°C,1014hPa,06:01:00,18:28:00,12:27:0
253,15/09/2009,30°,28°,22km/h,28°,0mm,56%,9.875km,18%,32,20°C,1014hPa,06:01:00,18:27:00,12:26:0
254,16/09/2009,30°,27°,18km/h,27°,1mm,61%,10km,14%,31,21°C,1012hPa,06:02:00,18:25:00,12:23:0
255,17/09/2009,30°,27°,9km/h,27°,0mm,48%,10km,9%,32,18°C,1016hPa,06:03:00,18:24:00,12:21:0
256,18/09/2009,31°,27°,16km/h,28°,0mm,51%,10km,9%,31,18°C,1017hPa,06:04:00,18:22:00,12:18:0
257,19/09/2009,26°,24°,27km/h,24°,2mm,67%,9.75km,37%,27,20°C,1019hPa,06:05:00,18:21:00,12:16:0
258,20/09/2009,26°,24°,19km/h,24°,0mm,61%,10km,26%,27,17°C,1019hPa,06:05:00,18:19:00,12:14:0
259,21/09/2009,24°,22°,10km/h,22°,1mm,68%,9.875km,40%,26,16°C,1018hPa,06:06:00,18:18:00,12:12:0
260,22/09/2009,26°,25°,14km/h,25°,0mm,54%,10km,18%,27,17°C,1020hPa,06:07:00,18:16:00,12:9:0
261,23/09/2009,23°,22°,30km/h,22°,1mm,76%,9.875km,43%,25,19°C,1020hPa,06:08:00,18:15:00,12:7:0
262,24/09/2009,24°,22°,16km/h,22°,1mm,68%,9.75km,35%,25,18°C,1013hPa,06:09:00,18:13:00,12:4:0
263,25/09/2009,24°,23°,24km/h,23°,7mm,79%,9.5km,41%,26,19°C,1015hPa,06:09:00,18:12:00,12:3:0
264,26/09/2009,24°,23°,19km/h,23°,3mm,73%,9.75km,26%,26,19°C,1018hPa,06:10:00,18:10:00,12:0:0
265,27/09/2009,26°,25°,12km/h,25°,0mm,68%,10km,9%,27,20°C,1020hPa,06:11:00,18:09:00,11:58:0
266,28/09/2009,26°,25°,13km/h,26°,66%,10km,6%,33,21°C,1019hPa,06:12:00,18:07:00,11:55:0,
267,29/09/2009,26°,25°,22km/h,25°,72%,10km,12%,28,20°C,1018hPa,06:13:00,18:06:00,11:53:0,
268,30/09/2009,28°,25°,15km/h,26°,0mm,72%,10km,15%,30,20°C,1018hPa,06:13:00,18:04:00,11:51:0
269,1/10/2009,25°,22°,12km/h,23°,6mm,88%,9.5km,36%,27,21°C,1016hPa,06:14:00,18:03:00,11:49:0
270,2/10/2009,23°,22°,31km/h,22°,5mm,77%,9.5km,38%,25,18°C,1014hPa,06:15:00,18:01:00,11:46:0
271,3/10/2009,24°,23°,24km/h,23°,0mm,69%,10km,15%,26,17°C,1018hPa,06:16:00,18:00:00,11:44:0
272,4/10/2009,24°,22°,15km/h,22°,66%,10km,7%,26,19°C,1020hPa,06:17:00,17:58:00,11:41:0,
273,5/10/2009,26°,23°,11km/h,26°,63%,10km,10%,29,19°C,1022hPa,06:18:00,17:57:00,11:39:0,
274,6/10/2009,27°,25°,14km/h,25°,70%,9km,10%,29,20°C,1023hPa,06:19:00,17:55:00,11:36:0,
275,7/10/2009,27°,25°,12km/h,26°,66%,10km,6%,30,20°C,1023hPa,06:19:00,17:54:00,11:35:0,
276,8/10/2009,28°,25°,15km/h,25°,58%,10km,3%,31,19°C,1019hPa,06:20:00,17:53:00,11:33:0,
277,9/10/2009,28°,26°,6km/h,28°,0mm,62%,10km,3%,31,20°C,1018hPa,06:21:00,17:51:00,11:30:0
278,10/10/2009,28°,26°,12km/h,27°,2mm,63%,9.75km,17%,30,20°C,1018hPa,06:22:00,17:50:00,11:28:0
279,11/10/2009,23°,22°,19km/h,22°,3mm,71%,10km,39%,25,18°C,1016hPa,06:23:00,17:48:00,11:25:0
280,12/10/2009,23°,21°,32km/h,21°,1mm,74%,9.875km,49%,25,17°C,1015hPa,06:24:00,17:47:00,11:23:0
281,13/10/2009,22°,20°,13km/h,20°,2mm,71%,9.75km,22%,25,15°C,1017hPa,06:25:00,17:46:00,11:21:0
282,14/10/2009,20°,18°,24km/h,18°,1mm,79%,9.75km,49%,20,14°C,1015hPa,06:26:00,17:44:00,11:18:0
283,15/10/2009,21°,19°,21km/h,19°,2mm,76%,9.875km,29%,21,15°C,1012hPa,06:27:00,17:43:00,11:16:0
284,16/10/2009,18°,17°,19km/h,17°,3mm,70%,9.875km,36%,18,12°C,1018hPa,06:27:00,17:42:00,11:15:0
285,17/10/2009,18°,17°,33km/h,17°,1mm,75%,9.875km,41%,18,13°C,1017hPa,06:28:00,17:40:00,11:12:0
286,18/10/2009,19°,17°,33km/h,17°,1mm,62%,9.875km,17%,19,11°C,1014hPa,06:29:00,17:39:00,11:10:0
287,19/10/2009,18°,15°,17km/h,15°,1mm,75%,9.875km,29%,18,12°C,1017hPa,06:30:00,17:38:00,11:8:0
288,20/10/2009,22°,19°,20km/h,19°,0mm,65%,10km,16%,25,16°C,1016hPa,06:31:00,17:36:00,11:5:0
289,21/10/2009,26°,23°,21km/h,23°,0mm,59%,10km,23%,27,16°C,1012hPa,06:32:00,17:35:00,11:3:0
290,22/10/2009,23°,18°,19km/h,19°,2mm,86%,9.875km,30%,25,18°C,1011hPa,06:33:00,17:34:00,11:1:0
291,23/10/2009,20°,19°,49km/h,19°,1mm,66%,10km,33%,20,15°C,1012hPa,06:34:00,17:33:00,10:59:0
292,24/10/2009,21°,19°,47km/h,19°,1mm,70%,10km,40%,21,13°C,1012hPa,06:35:00,17:32:00,10:57:0
293,25/10/2009,21°,20°,28km/h,20°,0mm,66%,10km,24%,24,14°C,1014hPa,06:36:00,17:30:00,10:54:0
294,26/10/2009,22°,20°,19km/h,20°,68%,10km,18%,24,14°C,1017hPa,06:37:00,17:29:00,10:52:0,
295,27/10/2009,22°,20°,15km/h,20°,67%,10km,17%,25,14°C,1019hPa,06:38:00,17:28:00,10:50:0,
296,28/10/2009,22°,19°,17km/h,20°,68%,10km,8%,24,14°C,1021hPa,06:39:00,17:27:00,10:48:0,
297,29/10/2009,21°,19°,13km/h,19°,0mm,65%,10km,7%,24,14°C,1020hPa,06:40:00,17:26:00,10:46:0
298,30/10/2009,19°,18°,16km/h,18°,1mm,81%,8km,68%,19,15°C,1021hPa,06:41:00,17:25:00,10:44:0
299,31/10/2009,20°,19°,13km/h,19°,1mm,76%,10km,59%,20,15°C,1022hPa,06:42:00,17:24:00,10:42:0
300,1/11/2009,19°,18°,9km/h,19°,1mm,67%,10km,28%,20,15°C,1022hPa,06:43:00,17:22:00,10:39:0
301,2/11/2009,23°,19°,15km/h,19°,1mm,68%,9.875km,12%,25,14°C,1020hPa,06:44:00,17:21:00,10:37:0
302,3/11/2009,21°,19°,45km/h,19°,1mm,62%,10km,24%,21,15°C,1010hPa,06:45:00,17:20:00,10:35:0
303,4/11/2009,23°,20°,21km/h,20°,0mm,63%,10km,4%,25,13°C,1009hPa,06:46:00,17:19:00,10:33:0
304,5/11/2009,23°,20°,17km/h,20°,5mm,70%,9.625km,45%,25,15°C,1009hPa,06:47:00,17:18:00,10:31:0
305,6/11/2009,17°,14°,26km/h,13°,2mm,77%,9.75km,52%,17,11°C,1010hPa,06:48:00,17:17:00,10:29:0
306,7/11/2009,17°,16°,31km/h,16°,1mm,68%,10km,21%,17,10°C,1013hPa,06:49:00,17:17:00,10:28:0
307,8/11/2009,17°,15°,29km/h,15°,1mm,63%,9.875km,27%,17,10°C,1007hPa,06:50:00,17:16:00,10:26:0
308,9/11/2009,15°,13°,28km/h,11°,3mm,73%,9.875km,47%,15,9°C,1005hPa,06:51:00,17:15:00,10:24:0
309,10/11/2009,14°,13°,36km/h,11°,4mm,81%,10km,71%,14,10°C,1012hPa,06:52:00,17:14:00,10:22:0
310,11/11/2009,16°,14°,21km/h,12°,1mm,83%,10km,50%,16,12°C,1013hPa,06:53:00,17:13:00,10:20:0
311,12/11/2009,19°,17°,14km/h,17°,0mm,77%,10km,25%,19,13°C,1019hPa,06:54:00,17:12:00,10:18:0
312,13/11/2009,20°,18°,10km/h,20°,69%,10km,2%,25,14°C,1023hPa,06:55:00,17:12:00,10:17:0,
313,14/11/2009,21°,18°,14km/h,19°,57%,10km,14%,21,13°C,1023hPa,06:56:00,17:11:00,10:15:0,
314,15/11/2009,23°,19°,12km/h,20°,56%,10km,2%,27,16°C,1022hPa,06:57:00,17:10:00,10:13:0,
315,16/11/2009,24°,21°,10km/h,22°,50%,10km,1%,27,15°C,1021hPa,06:58:00,17:09:00,10:11:0,
316,17/11/2009,23°,20°,7km/h,22°,47%,10km,0%,26,13°C,1023hPa,07:00:00,17:09:00,10:9:0,
317,18/11/2009,22°,19°,12km/h,20°,47%,10km,3%,24,9°C,1024hPa,07:01:00,17:08:00,10:7:0,
318,19/11/2009,21°,18°,15km/h,18°,48%,10km,18%,24,9°C,1024hPa,07:02:00,17:08:00,10:6:0,
319,20/11/2009,21°,18°,22km/h,18°,64%,10km,14%,24,14°C,1029hPa,07:03:00,17:07:00,10:4:0,
320,21/11/2009,20°,18°,8km/h,19°,72%,10km,31%,21,15°C,1030hPa,07:04:00,17:07:00,10:3:0,
321,22/11/2009,20°,18°,7km/h,22°,66%,10km,3%,25,15°C,1028hPa,07:05:00,17:06:00,10:1:0,
322,23/11/2009,19°,18°,28km/h,18°,77%,10km,15%,19,14°C,1026hPa,07:06:00,17:06:00,10:0:0,
323,24/11/2009,18°,17°,28km/h,17°,70%,10km,8%,18,11°C,1027hPa,07:07:00,17:05:00,9:58:0,
324,25/11/2009,18°,16°,19km/h,16°,75%,10km,31%,20,13°C,1025hPa,07:08:00,17:05:00,9:57:0,
325,26/11/2009,19°,15°,10km/h,17°,56%,10km,8%,21,13°C,1023hPa,07:09:00,17:04:00,9:55:0,
326,27/11/2009,20°,16°,7km/h,17°,54%,10km,24%,21,10°C,1021hPa,07:10:00,17:04:00,9:54:0,
327,28/11/2009,20°,18°,17km/h,19°,69%,10km,20%,20,13°C,1021hPa,07:11:00,17:04:00,9:53:0,
328,29/11/2009,21°,17°,22km/h,17°,0mm,48%,10km,20%,24,14°C,1020hPa,07:12:00,17:04:00,9:52:0
329,30/11/2009,19°,16°,22km/h,16°,2mm,54%,9.875km,37%,19,11°C,1009hPa,07:13:00,17:03:00,9:50:0
330,1/12/2009,13°,11°,37km/h,8°,1mm,75%,9.875km,57%,13,8°C,1013hPa,07:14:00,17:03:00,9:49:0
331,2/12/2009,14°,11°,28km/h,12°,1mm,67%,9.75km,25%,14,8°C,1019hPa,07:14:00,17:03:00,9:49:0
332,3/12/2009,17°,14°,15km/h,13°,0mm,64%,10km,12%,17,9°C,1019hPa,07:15:00,17:03:00,9:48:0
333,4/12/2009,17°,16°,35km/h,16°,4mm,73%,9.75km,65%,17,11°C,1012hPa,07:16:00,17:03:00,9:47:0
334,5/12/2009,16°,14°,46km/h,12°,0mm,71%,10km,27%,16,10°C,1020hPa,07:17:00,17:03:00,9:46:0
335,6/12/2009,17°,16°,14km/h,16°,73%,10km,29%,18,12°C,1022hPa,07:18:00,17:03:00,9:45:0,
336,7/12/2009,17°,15°,9km/h,16°,67%,10km,3%,21,12°C,1022hPa,07:19:00,17:03:00,9:44:0,
337,8/12/2009,18°,15°,24km/h,14°,68%,10km,13%,18,12°C,1021hPa,07:20:00,17:03:00,9:43:0,
338,9/12/2009,16°,14°,36km/h,16°,75%,10km,37%,17,12°C,1022hPa,07:21:00,17:03:00,9:42:0,
339,10/12/2009,16°,15°,26km/h,13°,0mm,66%,10km,10%,16,10°C,1023hPa,07:21:00,17:03:00,9:42:0
340,11/12/2009,16°,14°,31km/h,12°,1mm,82%,9km,57%,16,12°C,1021hPa,07:22:00,17:03:00,9:41:0
341,12/12/2009,14°,13°,14km/h,12°,1mm,76%,8.375km,62%,14,11°C,1012hPa,07:23:00,17:03:00,9:40:0
342,13/12/2009,16°,13°,22km/h,12°,0mm,67%,10km,37%,16,9°C,1011hPa,07:24:00,17:04:00,9:40:0
343,14/12/2009,14°,13°,13km/h,12°,1mm,66%,9.375km,54%,14,8°C,1003hPa,07:24:00,17:04:00,9:40:0
344,15/12/2009,12°,11°,24km/h,9°,2mm,83%,9.875km,58%,12,10°C,1003hPa,07:25:00,17:04:00,9:39:0
345,16/12/2009,13°,12°,32km/h,10°,3mm,75%,9.75km,51%,13,10°C,1012hPa,07:26:00,17:05:00,9:39:0
346,17/12/2009,17°,15°,42km/h,13°,1mm,78%,10km,42%,17,12°C,1010hPa,07:26:00,17:05:00,9:39:0
347,18/12/2009,15°,14°,22km/h,13°,1mm,66%,10km,53%,15,11°C,1009hPa,07:27:00,17:05:00,9:38:0
348,19/12/2009,15°,11°,29km/h,8°,1mm,85%,8km,56%,15,10°C,1003hPa,07:27:00,17:06:00,9:39:0
349,20/12/2009,11°,10°,39km/h,6°,1mm,70%,9km,47%,11,7°C,1020hPa,07:28:00,17:06:00,9:38:0
350,21/12/2009,13°,9°,31km/h,5°,0mm,55%,10km,8%,13,4°C,1021hPa,07:29:00,17:07:00,9:38:0
351,22/12/2009,20°,15°,24km/h,16°,57%,10km,21%,20,9°C,1014hPa,07:29:00,17:07:00,9:38:0,
352,23/12/2009,21°,18°,22km/h,19°,58%,10km,11%,21,11°C,1013hPa,07:30:00,17:08:00,9:38:0,
353,24/12/2009,22°,18°,22km/h,19°,59%,10km,26%,25,12°C,1009hPa,07:30:00,17:08:00,9:38:0,
354,25/12/2009,22°,19°,15km/h,20°,0mm,66%,10km,28%,25,14°C,1014hPa,07:30:00,17:09:00,9:39:0
355,26/12/2009,21°,18°,23km/h,18°,1mm,75%,9.375km,38%,21,14°C,1013hPa,07:31:00,17:10:00,9:39:0
356,27/12/2009,16°,14°,38km/h,11°,2mm,86%,9.875km,38%,16,13°C,1019hPa,07:31:00,17:10:00,9:39:0
357,28/12/2009,17°,12°,18km/h,10°,0mm,68%,10km,10%,18,7°C,1020hPa,07:31:00,17:11:00,9:40:0
358,29/12/2009,21°,17°,24km/h,17°,52%,10km,17%,24,9°C,1014hPa,07:32:00,17:12:00,9:40:0,
359,30/12/2009,24°,20°,15km/h,20°,52%,10km,2%,27,15°C,1014hPa,07:32:00,17:12:00,9:40:0,
360,31/12/2009,21°,16°,15km/h,19°,0mm,51%,10km,2%,25,13°C,1010hPa,07:32:00,17:13:00,9:41:0
361,1/01/2010,16°,14°,35km/h,11°,1mm,71%,10km,23%,16,10°C,1011hPa,07:32:00,17:14:00,9:42:0
362,2/01/2010,14°,12°,31km/h,12°,1mm,71%,10km,40%,14,9°C,1021hPa,07:33:00,17:15:00,9:42:0
363,3/01/2010,15°,12°,9km/h,12°,0mm,78%,10km,29%,16,9°C,1023hPa,07:33:00,17:15:00,9:42:0
364,4/01/2010,18°,14°,10km/h,15°,60%,10km,20%,19,11°C,1016hPa,07:33:00,17:16:00,9:43:0,
365,5/01/2010,18°,14°,17km/h,13°,63%,10km,7%,18,10°C,1008hPa,07:33:00,17:17:00,9:44:0,
366,6/01/2010,18°,15°,17km/h,14°,62%,10km,16%,18,11°C,1009hPa,07:33:00,17:18:00,9:45:0,
367,7/01/2010,18°,15°,22km/h,15°,0mm,72%,10km,26%,18,10°C,1009hPa,07:33:00,17:19:00,9:46:0
368,8/01/2010,17°,15°,15km/h,14°,1mm,65%,9.75km,40%,17,10°C,1002hPa,07:33:00,17:20:00,9:47:0
369,9/01/2010,11°,9°,38km/h,5°,0mm,55%,10km,14%,11,4°C,1013hPa,07:33:00,17:21:00,9:48:0
370,10/01/2010,10°,7°,32km/h,3°,1mm,75%,9.875km,36%,10,4°C,1019hPa,07:33:00,17:22:00,9:49:0
371,11/01/2010,14°,9°,24km/h,7°,1mm,65%,10km,44%,14,8°C,1019hPa,07:32:00,17:23:00,9:51:0
372,12/01/2010,11°,9°,26km/h,9°,1mm,81%,8.75km,66%,11,9°C,1018hPa,07:32:00,17:24:00,9:52:0
373,13/01/2010,15°,12°,53km/h,9°,2mm,82%,9.25km,68%,15,9°C,1014hPa,07:32:00,17:25:00,9:53:0
374,14/01/2010,15°,11°,23km/h,11°,1mm,74%,9.875km,44%,15,8°C,1013hPa,07:32:00,17:26:00,9:54:0
375,15/01/2010,13°,12°,27km/h,9°,4mm,84%,9.75km,56%,13,11°C,1012hPa,07:31:00,17:27:00,9:56:0
376,16/01/2010,13°,12°,28km/h,9°,1mm,86%,10km,57%,13,9°C,1024hPa,07:31:00,17:28:00,9:57:0
377,17/01/2010,14°,10°,13km/h,9°,1mm,77%,10km,49%,14,8°C,1025hPa,07:31:00,17:29:00,9:58:0
378,18/01/2010,14°,13°,20km/h,11°,1mm,83%,9km,66%,14,11°C,1022hPa,07:30:00,17:30:00,10:0:0
379,19/01/2010,14°,12°,10km/h,13°,0mm,78%,10km,27%,14,9°C,1022hPa,07:30:00,17:31:00,10:1:0
380,20/01/2010,13°,11°,16km/h,9°,2mm,89%,9.875km,67%,13,11°C,1020hPa,07:30:00,17:32:00,10:2:0
381,21/01/2010,14°,12°,39km/h,9°,2mm,75%,9.875km,44%,14,11°C,1019hPa,07:29:00,17:33:00,10:4:0
382,22/01/2010,13°,12°,24km/h,9°,1mm,80%,9km,63%,13,9°C,1021hPa,07:29:00,17:34:00,10:5:0
383,23/01/2010,13°,10°,12km/h,11°,1mm,79%,10km,16%,13,7°C,1021hPa,07:28:00,17:35:00,10:7:0
384,24/01/2010,14°,11°,25km/h,9°,0mm,81%,10km,28%,14,9°C,1021hPa,07:28:00,17:36:00,10:8:0
385,25/01/2010,16°,14°,25km/h,12°,0mm,81%,10km,33%,16,11°C,1020hPa,07:27:00,17:37:00,10:10:0
386,26/01/2010,14°,12°,37km/h,12°,5mm,85%,9.5km,67%,14,12°C,1018hPa,07:26:00,17:38:00,10:12:0
387,27/01/2010,15°,14°,24km/h,12°,3mm,87%,10km,28%,16,13°C,1012hPa,07:26:00,17:39:00,10:13:0
388,28/01/2010,13°,12°,27km/h,11°,1mm,87%,10km,60%,13,11°C,1013hPa,07:25:00,17:40:00,10:15:0
389,29/01/2010,12°,11°,34km/h,8°,1mm,79%,8.75km,57%,12,8°C,1008hPa,07:24:00,17:41:00,10:17:0
390,30/01/2010,13°,11°,36km/h,8°,1mm,77%,10km,66%,13,8°C,1006hPa,07:23:00,17:43:00,10:20:0
391,31/01/2010,15°,11°,27km/h,9°,0mm,67%,10km,12%,15,7°C,1009hPa,07:23:00,17:44:00,10:21:0
392,1/02/2010,12°,8°,33km/h,4°,4mm,87%,9.25km,69%,12,8°C,1020hPa,07:22:00,17:45:00,10:23:0
393,2/02/2010,11°,10°,35km/h,6°,0mm,68%,10km,43%,12,5°C,1026hPa,07:21:00,17:46:00,10:25:0
394,3/02/2010,14°,9°,13km/h,8°,66%,10km,1%,17,5°C,1026hPa,07:20:00,17:47:00,10:27:0,
395,4/02/2010,16°,11°,19km/h,8°,0mm,53%,10km,17%,16,7°C,1022hPa,07:19:00,17:48:00,10:29:0
396,5/02/2010,17°,15°,27km/h,14°,1mm,80%,9.875km,39%,17,13°C,1019hPa,07:18:00,17:49:00,10:31:0
397,6/02/2010,16°,14°,33km/h,12°,1mm,72%,9.875km,17%,16,11°C,1019hPa,07:17:00,17:50:00,10:33:0
398,7/02/2010,14°,12°,48km/h,9°,2mm,71%,9.625km,28%,14,8°C,1012hPa,07:17:00,17:51:00,10:34:0
399,8/02/2010,14°,12°,18km/h,10°,1mm,74%,9.375km,30%,14,8°C,1010hPa,07:16:00,17:52:00,10:36:0
400,9/02/2010,16°,12°,23km/h,9°,6mm,76%,8.625km,63%,16,11°C,1004hPa,07:15:00,17:53:00,10:38:0
401,10/02/2010,12°,9°,49km/h,5°,4mm,81%,10km,80%,12,8°C,1002hPa,07:14:00,17:54:00,10:40:0
402,11/02/2010,11°,8°,18km/h,5°,2mm,82%,9.875km,49%,11,6°C,1002hPa,07:12:00,17:55:00,10:43:0
403,12/02/2010,9°,6°,31km/h,1°,2mm,83%,10km,50%,9,4°C,1012hPa,07:11:00,17:56:00,10:45:0
404,13/02/2010,9°,7°,19km/h,5°,5mm,87%,9.5km,62%,9,7°C,1013hPa,07:10:00,17:57:00,10:47:0
405,14/02/2010,12°,10°,32km/h,7°,1mm,84%,9.875km,41%,12,9°C,1010hPa,07:09:00,17:58:00,10:49:0
406,15/02/2010,13°,10°,26km/h,8°,1mm,70%,9.375km,32%,13,8°C,1011hPa,07:08:00,17:59:00,10:51:0
407,16/02/2010,15°,13°,21km/h,13°,2mm,91%,9.125km,51%,16,14°C,1003hPa,07:07:00,18:00:00,10:53:0
408,17/02/2010,20°,15°,25km/h,15°,0mm,69%,10km,12%,21,13°C,1005hPa,07:06:00,18:01:00,10:55:0
409,18/02/2010,19°,16°,20km/h,17°,0mm,68%,10km,10%,21,13°C,1010hPa,07:05:00,18:02:00,10:57:0
410,19/02/2010,22°,20°,22km/h,20°,1mm,57%,9.75km,16%,25,13°C,1003hPa,07:03:00,18:03:00,11:0:0
411,20/02/2010,15°,12°,42km/h,9°,1mm,80%,10km,23%,15,13°C,1012hPa,07:02:00,18:04:00,11:2:0
412,21/02/2010,16°,12°,19km/h,11°,0mm,66%,10km,14%,16,8°C,1016hPa,07:01:00,18:05:00,11:4:0
413,22/02/2010,20°,17°,15km/h,17°,61%,10km,19%,20,12°C,1010hPa,07:00:00,18:06:00,11:6:0,
414,23/02/2010,20°,17°,25km/h,17°,0mm,66%,9.875km,17%,20,11°C,1012hPa,06:58:00,18:07:00,11:9:0
415,24/02/2010,17°,12°,45km/h,17°,1mm,69%,9.75km,11%,17,12°C,1015hPa,06:57:00,18:08:00,11:11:0
416,25/02/2010,20°,16°,17km/h,16°,0mm,75%,10km,8%,21,11°C,1016hPa,06:56:00,18:09:00,11:13:0
417,26/02/2010,21°,18°,32km/h,18°,66%,10km,27%,21,13°C,1014hPa,06:54:00,18:10:00,11:16:0,
418,27/02/2010,20°,16°,18km/h,18°,76%,10km,20%,20,14°C,1016hPa,06:53:00,18:11:00,11:18:0,
419,28/02/2010,24°,21°,14km/h,22°,60%,10km,8%,25,15°C,1011hPa,06:52:00,18:12:00,11:20:0,
420,1/03/2010,19°,16°,33km/h,16°,0mm,68%,10km,16%,19,12°C,1021hPa,06:50:00,18:13:00,11:23:0
421,2/03/2010,17°,14°,11km/h,14°,1mm,70%,10km,35%,17,10°C,1024hPa,06:49:00,18:14:00,11:25:0
